DATE,Accommodation,Accommodation and Food Services,Activities Related to Real Esta,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services ,Air Transportation ,"Architectural, Engineering, and Related Services",Automotive Equipment Rental and Leasing,Automotive Repair and Maintenance,Average Hourly Earnings of All Employees Construction,Average Hourly Earnings of All Employees Education and Health Services,Average Hourly Earnings of All Employees Financial Activities ,Average Hourly Earnings of All Employees Goods Producing ,Average Hourly Earnings of All Employees Information ,Average Hourly Earnings of All Employees Leisure and Hospitality ,Average Hourly Earnings of All Employees Other Services ,Average Hourly Earnings of All Employees Private Service Providing ,Average Hourly Earnings of All Employees Professional and Business Services ,Average Hourly Earnings of All Employees Total Private ,"Average Hourly Earnings of All Employees Trade, Transportation, and Utilities ",Average Hourly Earnings of Production Employees Manufacturing ,Average Weekly Earnings of All Employees Construction ,Average Weekly Earnings of All Employees Information ,Average Weekly Earnings of All Employees Manufacturing ,Average Weekly Earnings of All Employees Other Services ,Average Weekly Earnings of All Employees Total Private ,Average Weekly Earnings of Production Employees Manufacturing ,Average Weekly Hours of All Employees Goods Producing ,Average Weekly Hours of All Employees Other Services ,Average Weekly Hours of All Employees Private Service Providing ,Average Weekly Hours of All Employees Total Private ,Business Support Services ,Civic and Social Organizations ,Computer Systems Design and Related Services ,Consumer Goods Rental ,Couriers and Messengers ,Drinking Places ,Drycleaning and Laundry Services ,Educational Services ,Employment Services ,Facilities Support Services ,Federal Government ,Financial Activities ,Freight Transportation Arrangement ,General Rental Centers ,Goods Producing ,Government ,Grant making anf Giving Services ,Health Care and Social Assistance ,Information ,Investigation and Security Services ,Legal Sevices ,Leisure and Hospitality ,Lessors of Real Estate ,Local Government ,Local Government Educational Services ,Logging ,Management of Companies and Enterprises ,"Management, Scientific, and Technical Consulting Services ",Mining ,Mining and Logging ,"Mining, Logging, and Construction ",Office Administrative Services ,Other Personal Services ,"Other Professional, Scientific, and Technical Services ",Other Services ,Other Support Services ,Personal and Laundry Services,Personal Care Services,Professional and Business Services,Real Estate,Real Estate and Rental and Leasing,Religious Organisations,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Rental and Leasing Services,Repair and Maintenance,School and Employee Bus Transportation,Scientific Research and Development Services,Services to Buildings and Dwellings,Social Advocacy Organizations,Social Assistance,Special Food Services,Specialized Design Services,State Government Educational Services,Support Activities for Road Transportation,Support Activities for Transportation,Support Activities for Water Transportation,Transit and Ground Passenger Transportation,Transportation and Warehousing,Travel Arrangement and Reservation Services,Truck Transportation,Utilities,Warehousing and Storage,Waste Management and Remediation Services,Wholesale Trade
01-08-2007,216.1,1329.8,89.6,1008.9,967.5,46.8,180.6,23,120.8,,,,,,,,,,,,,,,,,,,,,,,57.1,36.6,200.2,28.4,70.4,25,39.5,244.8,436.6,11.8,248.4,895.5,26.4,7.4,2433.8,2393.1,22.4,1695.8,476.3,120.1,138.8,1595.2,62.2,1670.1,857.6,3.1,208.6,162.1,24.9,28,947.8,67,37.7,60.7,514.8,27.9,145.1,57.8,2277.1,206.7,285.6,90.8,211,75.8,158.7,6.7,106.3,220.2,21,506.9,50.1,28.5,201.5,15.4,88.1,23.2,34.4,452,28,115.8,57.8,72.6,41.4,720.1
01-09-2007,213.5,1326.3,89.2,1013,971.5,46.6,179.8,22.8,120.8,,,,,,,,,,,,,,,,,,,,,,,56.9,35.2,200,27.8,71.6,25.2,39.7,269.5,440.8,12.2,247.3,886.2,26.4,7.4,2415.1,2461.9,22.7,1705.2,475,122.1,136.9,1579.7,61.9,1733.1,926.2,3.1,209,160.6,24.9,28,933.3,66.8,37.9,60.8,517.3,28,145.5,57.8,2276.6,206.1,284.4,94.7,213.3,75.2,158.5,9.4,106.3,218.7,21.2,514.6,52.9,28.6,208.2,15.5,88.8,24.1,37.3,457.1,27.6,115.4,58,73.5,41.5,720.3
01-10-2007,211,1316.1,88.7,1011.8,971,47,179.6,23,118.6,,,,,,,,,,,,,,,,,,,,,,,56.6,36.8,202.9,28.2,70.7,25.2,39.3,286.2,441.5,12.1,246.7,879.3,26.2,7.4,2381.5,2514.4,23.7,1713.7,464.8,122.2,138.4,1566.9,62.1,1779.7,973.7,3.1,209.9,162.6,25.1,28.2,915.1,66.4,38.2,61.8,517.4,28.5,145.2,57.7,2291.9,204.9,283.8,94.5,215.6,75.8,156.6,9.6,113.6,217.2,20.8,517.3,51.5,28.6,222.9,15.5,89.2,24.7,38,456,27.8,114.6,58.2,72.7,40.8,722.1
01-11-2007,210.9,1316,88.1,1009.5,968.4,47.1,179.1,23,117.2,,,,,,,,,,,,,,,,,,,,,,,56.4,36.7,204,28,72.9,25.5,39.2,291.9,440.8,,247,875.1,26.3,7.2,2352.6,2536.7,23.9,1721.3,471,122.4,138.1,1562.5,62.5,1797.1,992.1,2.7,210.7,163,25.3,28,896.9,66.4,38,62.2,516.4,28.3,145.2,57.9,2293.3,203.9,282.5,95.1,216.2,75.4,155,9.5,114.2,215.8,20.9,520.9,50.2,28.6,226.8,15.5,89.1,24.3,37.6,456.8,27.7,112.9,58.5,73.7,41.1,721.5
01-12-2007,212.8,1320.3,88.4,997,956.2,47.3,180.6,23.1,116,,,,,,,,,,,,,,,,,,,,,,,56.3,36.2,205.2,27.8,79.9,25.2,39.2,287.5,434.3,,246.4,874.3,26.4,7.2,2330.8,2531.5,23.9,1732,478.7,122.1,139.4,1571.3,63.6,1794,988.2,2.2,211.6,164.1,25.3,27.5,878.3,66.5,38.9,62,516.8,27.3,146.5,58.1,2297.2,205.4,284,94.9,216.1,75.4,154.2,9.5,114.7,212,21.2,524.3,50.6,28.6,226.8,15.5,89.1,24.1,37.6,462.7,27.1,111.8,58.8,73.3,40.8,723.7
01-01-2008,207.9,1288.2,88.3,950.3,909.5,47.6,177.6,22.6,113.7,,,,,,,,,,,,,,,,,,,,,,,54.3,35.3,203.3,26.1,71.3,24.5,38.5,274.1,395,,244.5,856.1,25.9,6.9,2266.4,2511.2,23.1,1723.1,460,121.6,135.6,1529.3,60.7,1779.8,974.6,1.3,207.6,161.8,25.3,26.6,829.9,66.2,36.9,59.3,505.7,29.1,142.2,56.9,2225.8,199.8,275.5,93.7,212.3,72.3,151.2,9.5,113.2,206.3,20.7,523.8,45.9,27.9,221.1,15.3,84.8,20.8,36.8,442.3,26.7,108.6,58.8,70.1,40.8,711.9
01-02-2008,210.5,1300.8,88.1,957.6,916.9,47.8,177.4,22.7,115.1,,,,,,,,,,,,,,,,,,,,,,,55,36.5,204.6,26.4,71,24.8,38.4,295.5,397.7,,246.6,857.1,25.9,7,2270.9,2537.2,23.9,1735.9,470.2,122.7,135.9,1545.1,61.4,1797.8,990.8,1.4,208.4,164.7,25.6,27,831.8,67,37.2,60.2,511.5,29.8,143.1,57.6,2247.5,200.2,276.5,94.3,215.4,72.9,153,9.7,113.9,207.4,21.1,528.6,47.7,28.1,226,15.3,87.8,23.6,37.6,447.1,27.1,109.1,59.1,70.9,40.7,713.1
01-03-2008,211,1311.6,87.9,959.1,918.1,48,177.6,22.8,116.9,,,,,,,,,,,,,,,,,,,,,,,55.6,36.7,205.2,26.4,71.1,24.9,38.7,295.9,398.2,,246.5,855.5,25.8,7.1,2270.2,2554.3,23.9,1743,478.5,122.8,136.4,1562.8,61.4,1810.3,1001.5,1.4,209.2,165.9,25.6,27,830.7,66.9,37.4,61.1,515,28.7,144.4,58.2,2253.1,199.8,276.5,94.3,215.8,73.2,154.8,9.6,114.7,208.1,21.2,531.6,48,28.3,229,15.2,84,20,37.6,443.4,27.4,109.2,58.8,70.6,41,715
01-04-2008,211.2,1322.4,87.8,958.6,917.5,47.4,177.4,22.5,117.5,,,,,,,,,,,,,,,,,,,,,,,55.5,37.3,206.1,28.1,69.1,25.3,38.4,301,394.4,,248.1,848.9,25.8,6.1,2262.2,2562.2,24.3,1752.3,477.9,123.8,136.7,1578.2,62.2,1814.8,1003.2,1.9,209,167.8,26,27.9,828.2,67.4,38.7,60.8,516.4,28.1,145.8,59.5,2255.7,199.9,276.8,92.9,216.3,73.5,154.3,9.5,114.7,211.3,21.2,536.9,50.6,28.2,229.6,15.2,85,21,38,443.8,26.9,110.6,58.4,69.8,41.1,711.8
01-05-2008,213.6,1330.9,87.9,963.7,922.3,47.3,177.1,22.4,117.5,,,,,,,,,,,,,,,,,,,,,,,56.7,37.6,206.4,28.4,70.4,25.6,38.4,296.7,394.8,,249.8,847.3,25.9,6.4,2271.1,2571.8,24.4,1758.8,483,124.8,136.8,1592.7,62.7,1819.5,1005.1,2.6,209.6,167.9,26,28.6,832.2,67.7,38.5,61.2,518.6,27.4,146.5,60.4,2247.3,200.2,277.9,93,217.7,74.3,154.4,9.7,115.7,213.8,21.6,540.8,50.4,27.8,231.3,15.1,85.1,21.1,38.5,450.1,26.8,112.6,58.3,71.7,41.4,711.4
01-06-2008,216.9,1341.4,88,967.3,925.3,47.3,177.7,22.7,116.9,,,,,,,,,,,,,,,,,,,,,,,56.6,39.2,206.2,28.7,69.9,25.6,38.5,281.5,397.6,,250.6,845.4,26.2,6.4,2279.6,2573.4,23.8,1761.6,486.6,124.3,138.6,1609.6,63,1820.7,995.8,2.9,210.4,168,26.3,29.2,835.1,67.9,39.4,61.5,520.4,28,147.6,60.5,2253.8,200.7,279.1,92.1,219.1,75.1,153.7,9.5,116.4,214,22,542.5,51.3,27.9,228.5,15.2,85.1,21,38.4,449.6,26.4,112.9,58.8,70.8,42,710.5
01-07-2008,219.7,1339.4,88.6,959.9,917.1,47.1,179.4,23,114,,,,,,,,,,,,,,,,,,,,,,,55.5,38.5,205.9,28.8,68.8,25.4,38.2,253.9,391.3,,251.1,843,26.2,6.1,2279.8,2424.6,22.8,1760.1,479.2,122.4,138.4,1611.4,62.4,1692.7,874.4,3.1,209.4,168.6,26.8,29.9,833.1,69,38.9,61.4,515.3,27.3,146.9,60.4,2245.5,200.1,278,90.7,217,74.7,151.4,8.2,118.4,215.2,22.4,540.3,50.9,27.7,207.4,15.7,84.2,19.8,36.9,445,25.9,113.1,59.1,69.8,42.8,706.8
01-08-2008,220.2,1340.2,88.3,965.3,922.8,46.8,179.1,22.7,112.8,,,,,,,,,,,,,,,,,,,,,,,55.4,37.5,206.2,28.4,69.6,25.4,37.9,252.8,395.3,,249.5,839.7,26.2,6.2,2282.1,2413.8,22.4,1769.2,480.2,123.6,137,1607.1,62.7,1692.5,867.3,3.1,209.7,168.8,26.9,30,832.4,69.1,38.9,62.7,511.4,27,146.7,60.6,2250.8,199.8,277.2,90.5,215.1,74.2,149.6,7.5,118.2,216.6,22.5,544.8,52.1,27.6,204,15.7,84.4,19.8,36,446.2,25.4,113.8,58.8,70.2,42.5,704.5
01-09-2008,215.5,1329.5,88,963.4,920.9,46.6,178.1,22.3,111.9,,,,,,,,,,,,,,,,,,,,,,,55.3,36.4,205,28.1,69,25.2,37.9,275.7,393.2,,248.8,832.5,26.2,6.1,2263.4,2474.9,22.6,1777.5,482,125.1,135,1585.4,62.5,1749.4,932.7,3,209.9,167.4,26.9,29.9,818.3,68.9,38.6,62.5,510,27.8,146.6,60.8,2242.3,199.1,275.8,92,214.8,73.5,148.6,9.5,117.8,215.5,21.9,552.1,53.7,27.5,210,15.7,84.9,20.6,38.2,448.9,24.9,113.8,58.9,70.9,42.5,701
01-10-2008,212.4,1310.5,88.1,950.3,907.8,45.4,176.2,21.7,109.3,,,,,,,,,,,,,,,,,,,,,,,55.6,37.9,206.3,27.9,68.2,24.9,37.5,289.5,382.5,,250.2,827.8,26.2,6,2219.6,2529.4,23.7,1787.1,475,125.8,136.5,1558.8,62,1785,973.4,2.9,209.6,168.1,27.3,30.2,799.8,68.9,38.4,63.2,508.5,27.2,145,59.9,2229.9,198.4,274.3,91.7,217.4,72.6,146.1,9.4,116.7,213.4,22.3,558.4,52.2,27.3,228.2,15.6,84.7,20.3,38.4,444.5,24.4,112,58.5,70.4,42.5,697.6
01-11-2008,210.2,1299.3,87.8,933,890.8,44.8,174.5,21.3,106.9,,,,,,,,,,,,,,,,,,,,,,,55.5,37.8,204.4,27.4,69.5,24.8,37.3,293.5,371.9,,247.5,822.5,26.2,5.7,2169.3,2543,23.7,1794,471.9,124.8,136.3,1543.3,61.5,1798.2,988.7,2.3,209.4,166.6,27.2,29.5,773.7,68.8,37.8,62.4,502.9,27.1,143.5,59.2,2207,196.7,271.3,91.3,216,71.4,143.4,9.5,116.6,209.5,22.5,562.6,50,26.9,231.5,15.2,84.1,20.4,38.5,441.7,23.3,109.5,58.7,70.3,42.2,690.5
01-12-2008,210.5,1296.6,88.1,912.2,870.3,44.7,174.4,20.9,104.6,,,,,,,,,,,,,,,,,,,,,,,55.3,37.8,203.2,27.4,75.6,24.7,37.1,295.4,358.2,,246.3,821.8,26,5.8,2133.2,2531.1,23.5,1805.7,472.6,123.6,137.2,1543.7,61.6,1790.6,983.7,1.9,210,165.7,26.8,28.7,752.2,68.8,38.3,62.2,499.8,26.5,143.4,58.7,2192.8,197.3,271.8,91.1,215.6,71.2,140.8,9.5,116.7,205.3,22.5,567,49.9,26.5,229.5,15.1,83.3,20.1,38.2,444,22.8,107.1,58.8,69.9,41.9,685.6
01-01-2009,203.3,1254,86.4,861.6,820.4,43.6,169.6,20,102.8,,,,,,,,,,,,,,,,,,,,,,,53.5,35.7,199.2,25,69.4,24.5,36.8,277.8,322.8,,246.5,805.5,25.2,5.3,2048.1,2514,22.3,1793.8,451.4,120.1,134,1489.5,59.9,1775.4,969.6,1.1,204.3,161.1,26,27.1,701.5,67,36.2,58.7,487.5,26.3,139.6,57.2,2110.5,191.1,260.8,89.8,209.3,66.5,138.6,9.9,114.9,199,21.8,568.2,43,22.8,226.3,14.8,79.7,18.5,37.5,425.2,22.6,102.2,59.2,68.7,41.2,667.1
01-02-2009,201.4,1254.6,86.2,848.1,807.3,43.3,166.8,19.7,101.8,,,,,,,,,,,,,,,,,,,,,,,52.9,37,198,24.4,67.2,24.8,36.2,295.2,314.9,,247.5,801.8,24.8,5.2,1999.6,2533,23.1,1801.6,452.4,120,133.8,1491.2,59.8,1787,981.8,1.2,203.2,160.8,25.3,26.5,671.3,66.9,35.8,58.5,488,24.9,138.7,57.3,2094.4,190.5,259.2,90.1,212.2,65.5,137.1,10,114.4,196.3,22.3,573.3,44.4,22.1,230.4,14.7,78.9,18.4,37.5,419.9,22.5,100.2,59.5,68.3,40.8,662.1
01-03-2009,198.8,1253.1,86.2,840.7,800.1,43.1,165,19.3,103.1,,,,,,,,,,,,,,,,,,,,,,,52.8,37,196.5,24.2,66.6,25.1,36.1,297.4,310.5,,249.1,798.5,24.6,5.1,1983.5,2551.2,23,1810.7,454.7,118.4,133.2,1493.9,59.6,1800.2,994.5,1,202.3,159.9,25,26,670.1,66.8,35.9,58.9,488.8,24.9,138.5,57.3,2078.4,190,258,90,212,64.8,138.3,9.9,113.2,195.8,22.4,578,43.8,21.7,233.2,14.7,78.5,18.3,37.5,417.9,22.3,99.6,59.5,68.3,40.6,656.1
01-04-2009,198,1258.7,86,833.2,792.9,43.3,161.8,19.1,103.3,,,,,,,,,,,,,,,,,,,,,,,52.4,37,195,24.4,63.6,25.5,35.6,298.1,304.9,,263.1,790.9,24.2,5,1951.6,2563.3,23.2,1817,443.2,116.9,133,1503.8,59.7,1799.5,992.1,1.1,200.5,158.7,24.3,25.4,655.8,67.5,36.5,58.9,491.8,23.9,139.2,57.9,2057.8,189.2,256.3,92.6,214.8,64,137.8,9.8,112.4,196.6,22.1,582.5,44,21,231.2,14.5,77.2,17.9,37.1,412.7,21.8,99.2,59.8,67.9,40.3,650.8
01-05-2009,199,1271.2,86.6,842.1,801.7,43.2,161.1,18.9,104.2,,,,,,,,,,,,,,,,,,,,,,,52.7,36.6,194.5,24.9,64.2,25.6,35.3,296.1,310.6,,253.6,786.3,24,5,1950.6,2557.8,23.1,1824.1,441.1,117.3,132.8,1522,59.6,1799.1,989,1.4,200.1,158.4,24.1,25.5,657.7,67.7,36.6,58.9,492.8,24.5,139.5,58.5,2047.7,188.6,255.8,92.6,215,64.1,138.3,10.1,113.5,198.2,22.2,586.6,47.4,20.7,233.8,14.4,76.8,17.8,37.5,414.8,21.6,100.2,59.5,68.3,40.4,649.6
01-06-2009,201.1,1274,87,842.8,801.9,43.2,160.3,18.9,104,,,,,,,,,,,,,,,,,,,,,,,53.2,37.5,193.6,25.2,64.1,25.7,35.3,277.9,311.2,,250.4,784.6,24.1,5,1946.8,2543,22.7,1829.4,443.1,116.3,134.4,1529,59.9,1789.1,970.9,1.7,200.3,156.6,24.4,26.1,658.4,68,36.6,58.2,492.8,23.8,139.7,58.7,2045,189.2,256.5,91.5,215.1,64.3,138,9.6,114.1,199.1,22.3,588,46.1,20.3,230.4,14.4,76.2,17.1,37.1,414.4,21.5,100.4,59.3,68.6,40.9,648.4
01-07-2009,202.1,1268.2,86.6,840.4,799.4,43.2,159,18.6,102.6,,,,,,,,,,,,,,,,,,,,,,,51.7,37.2,193.1,25.3,61.9,25,34.8,258,314.1,,253.2,778.1,23.7,4.8,1927.3,2357.4,22.4,1821.1,438.4,115.6,133.2,1526.1,60.1,1625.1,803.7,2,198.7,153.8,24.4,26.4,648.1,67.3,36,58.7,483.8,23.8,137.7,57.8,2032.1,187.8,254.3,87.3,210,63.5,136.1,7.6,116,197.2,21.7,583.3,44.3,19.8,206,14.1,75.7,17.5,34.8,409.1,21,100.9,59.1,67.8,41,642.2
01-08-2009,202.1,1267.5,86.7,849.3,808.6,43.1,158.3,18.5,102.6,,,,,,,,,,,,,,,,,,,,,,,52.2,36.6,192.8,25,62.3,25,34.7,256,322.7,,250.9,773.9,23.7,4.9,1925.8,2338.9,21.9,1826.9,437.9,115.5,131.7,1522.3,59.8,1611.4,795.8,2.1,198.6,152.9,24.2,26.3,645.9,67.1,36.6,59.7,482.5,23.8,138.3,58.1,2038.2,187.1,253.2,87.1,208.4,63,135.8,6.9,115.9,197.5,21.6,585.5,46.4,19.6,204,14.1,75.5,17.2,34.1,409.3,20.8,101.3,59,68.2,40.7,638.8
01-09-2009,198.1,1258.7,86.2,850.9,810.1,43,155.5,18.4,101.6,,,,,,,,,,,,,,,,,,,,,,,52.7,35.6,190.5,24.5,62.3,25,34.6,278.9,324.3,,250,766.4,23.6,4.8,1908.4,2380.6,21.8,1828,438.4,116.2,130.4,1504.5,59.1,1661.1,857.6,2.1,197.6,150.1,24.1,26.2,633.8,67.2,36.4,59.9,480.2,24.7,137.6,57.5,2028.4,185.3,250.6,89.8,208.1,62.3,134.5,9.9,115.8,195.7,21.1,588.5,47.8,19,201.5,14.2,75.9,17.5,36.8,412.9,20.4,101.8,59,68.6,40.8,636.3
01-10-2009,195.8,1252,86.9,869.2,829.1,42.9,156.6,18.2,101.7,,,,,,,,,,,,,,,,,,,,,,,54,35.6,193.7,24.6,61.8,25.1,34.6,297.3,336.1,,253.9,770,23.9,4.9,1888.1,2473,23,1840.4,429.3,118.1,132.3,1491.3,59.5,1729.6,934,2,197.5,153.9,24.3,26.3,626.5,68,37,60.9,484.5,25,137.9,57.4,2060.2,187.1,252.3,92.1,211.7,62.2,134.9,9.9,115.3,198.4,21.1,589.3,48.5,19.6,223.2,14.2,76.2,17.5,37.3,412.2,20.7,101.3,59,68.5,40.1,638.6
01-11-2009,194,1242.9,86.8,869.5,829.5,42.8,155.8,18.2,100.6,,,,,,,,,,,,,,,,,,,,,,,54.6,35.8,193.9,23.6,62.7,25.1,34.4,301.5,339.6,,249.3,767.3,23.9,4.7,1869.2,2480.4,22.8,1838.5,431.7,116.5,131.9,1476.5,59.4,1743.1,951.8,1.8,198,153.3,24,25.8,620,67.9,36.7,60.7,481.6,24.5,137.4,57.4,2065.1,186.6,250.7,91.4,210.6,61.1,133.6,9.9,116,197.5,21.1,587.3,45.6,19.7,224.1,14.1,76.3,17.4,37.2,410.2,20.4,99,59.1,68.3,40,636.4
01-12-2009,195.2,1242.8,87.3,865.6,825.7,42.6,155.6,18,98.6,,,,,,,,,,,,,,,,,,,,,,,54.7,35.3,194.5,23.2,68.4,24.9,34.5,303.8,339.5,,246.7,768.1,23.9,4.6,1846,2462.6,22.8,1842.8,438.6,115,133,1481.9,59.2,1732.4,945.4,1.3,198.2,153.1,23.9,25.2,601.4,68.9,37.2,60.4,479.4,24,137.9,57.3,2066.1,187.4,250.8,91.5,210.1,60.3,131.4,9.8,117.3,194.9,21.1,585.9,46.4,19.6,221.3,14,76.1,17.4,37,413.8,20.3,97.2,59,68.4,39.9,635.6
01-01-2010,191.2,1213.3,86.2,819.3,779.8,42.1,152.8,18,97.8,,,,,,,,,,,,,,,,,,,,,,,54.8,34.9,192.3,21.3,62.1,24.1,34.1,272.3,302.9,,255.9,756.2,23.7,4.4,1809.2,2444.2,22.1,1825.4,425.9,110.9,129.3,1440.4,58.1,1708.5,926.6,1,194.2,152.6,24,25,575.6,68.9,35.1,58.9,475.2,24,134.9,56.7,2004.9,183.7,244.5,92.8,208.7,57.9,131.6,9.5,116.7,190.4,20.4,580.2,40.8,18.7,217.5,14,75.7,17.5,36.5,401.2,20,95.9,58.6,66.9,39.5,631.2
01-02-2010,192.7,1220.6,86.4,828.3,788.7,42.4,151.9,17.9,97.9,,,,,,,,,,,,,,,,,,,,,,,55.1,36.1,194.3,21.2,61.7,24.3,34,288.8,311.4,,256.6,757.3,23.8,4.4,1801.7,2460,22.9,1826.5,426,111.5,129.5,1449.6,58,1719.5,937.7,1,194.9,154.6,23.6,24.6,567.4,69,35.4,59.5,478.1,23.9,135.2,56.9,2026.5,184,244.6,92.7,211.1,57.7,131.8,9.5,117.1,190,20.8,577.7,41.5,18.9,221.6,14.1,76.1,17.8,36.8,400.8,20,95.1,58.4,66.5,39.6,632.5
01-03-2010,192.7,1229.5,86.3,834.9,795.2,41.9,152.1,17.9,99.4,,,,,,,,,,,,,,,,,,,,,,,55.6,35.7,195,21.3,61.7,24.3,33.9,292.6,313.7,,260,758.9,24,4.5,1813.4,2480.2,23,1829.5,429.1,113.8,129.9,1462.6,58.5,1733.2,951.3,1,194.9,156,24.1,25.1,574.4,69.3,35.8,59.9,481.3,24.2,136.1,57.5,2036.2,184.7,245.6,92.8,211.7,58,133.5,9.4,117.1,190.7,21.2,576,43.4,18.9,223.9,14.2,75.9,17.4,36.7,400.4,20.1,95.4,57.9,66.6,39.7,634.2
01-04-2010,194.3,1252,87.6,844.1,804.3,41.4,152.2,18,101.3,,,,,,,,,,,,,,,,,,,,,,,56,34.8,197.2,21.8,61,24.6,34,307.9,315.9,,277.9,758.4,24.1,4.4,1817.6,2526.3,23.4,1834.5,421.1,114.5,130.9,1496.8,59.3,1759.8,980.3,1,195.6,160.8,24.4,25.4,579.3,69.9,36.3,60.9,484.4,24.5,138.9,59,2056.5,187.2,248.2,90.6,209.2,58.2,136.3,9.5,117.9,195.2,21.2,574.1,46.4,19.3,224.1,14.8,75,15.5,37.1,401.8,20.4,96.7,56.6,66.4,39.8,643.3
01-05-2010,195,1263.1,88.1,856.6,816.5,41.4,152.2,18.1,102.2,,,,,,,,,,,,,,,,,,,,,,,56.4,34.8,198.6,22,61.1,24.9,33.9,305.1,324.9,,315.2,758.3,24.2,4.5,1834.1,2572.1,23.4,1834.5,422.8,114.9,131,1509.6,59.4,1765.9,982.5,1.7,196.6,161.8,25.3,27,589.2,70.1,36.7,61.2,487.7,24.7,140.2,59.9,2056.7,187.8,249.3,90.6,210.1,58.6,137.4,9.6,117.8,196.9,21.3,574.6,47.1,19.4,224.8,15,75.2,15.6,37.7,405.7,20.4,98.7,56.7,66.9,40.1,646.8
01-06-2010,199.3,1272.3,88.8,866.6,825.9,41.4,152.7,18.2,102.8,,,,,,,,,,,,,,,,,,,,,,,56.5,36.3,199.8,22.4,61.5,25.2,34,287.5,331.7,,290.8,760.6,24.3,4.5,1849.4,2531.4,23.2,1835,429.5,115.2,132.9,1526.5,59.6,1752.1,962.1,2.1,198.3,162.6,25.4,27.5,596.2,70.2,36.6,61.6,490.3,25.2,140.5,60,2075.3,188.9,251,89.5,211.6,59.2,138.2,9.2,119.2,198.3,21.6,574.7,46.3,19.5,220.9,15.2,74.9,15.4,37.2,407.8,20.5,99.8,57.1,67.3,40.7,648.7
01-07-2010,201.9,1274.9,89.3,868.8,828.2,41.1,152.9,18.4,102.7,,,,,,,,,,,,,,,,,,,,,,,56,36.1,201.2,21.4,61,24.6,34.1,261.2,336.3,,274.6,760.5,24.4,4.4,1858.8,2330.2,22.8,1832.9,430,113.2,132.6,1533.6,59.3,1586.6,793.6,2.5,199,163,25.6,28.1,600.5,70.9,37.1,61.9,488.1,25.2,140.7,59.9,2078.8,188.9,250.1,87.9,209.3,58.3,138.1,7.5,119.5,197.9,21.4,572.1,46.4,19.2,201.9,15.3,74.9,15.6,35.8,407.6,20.4,101.5,57.4,67.2,40.6,649.8
01-08-2010,202.2,1280,89.6,879.2,838.5,41.1,152.7,18.4,102.5,,,,,,,,,,,,,,,,,,,,,,,56.2,35.7,202,21.3,61.2,24.7,33.9,261.8,345,,264.1,760.3,24.4,4.3,1870.4,2310.6,22.4,1834.5,434.4,113.9,131.4,1535.6,59.1,1580.2,791.5,2.5,199.5,163.3,25.7,28.2,603.1,71.3,37.3,63.3,485.4,25.1,140.5,59.7,2091.5,189,249.8,87.3,207.3,57.9,137.6,7.2,119.2,198.4,21.1,574.1,48.8,19.1,198.9,15.6,75.6,16.2,35.5,409.9,20.4,102.6,57.6,67.2,40.7,650.5
01-09-2010,198.4,1277.3,89.4,879.8,839,41,151.8,18.4,101.7,,,,,,,,,,,,,,,,,,,,,,,56.3,34.9,201.8,21,61.7,24.7,33.9,286.7,346.4,,258.2,758.5,24.3,4.5,1859.1,2370.5,22.8,1837.7,434,115.2,130.2,1522.7,58.7,1641.1,866.9,2.5,200.5,161.4,25.7,28.2,595.1,70.5,37.6,63.8,485.9,24.5,140.7,59.6,2086.7,188.2,248.9,90.4,208.3,58,136.9,9.2,118.3,197.3,20.2,578.7,49.3,19,205.7,15.8,74.6,15.7,37.5,412,20.3,102.9,57.5,67.4,40.8,650
01-10-2010,196.9,1272.5,89.2,901.5,860.5,41.2,152.6,18,101.2,,,,,,,,,,,,,,,,,,,,,,,56.9,36,203.8,21,61.2,24.6,33.9,303.7,362.8,,257.5,762.3,24.4,4.5,1853.5,2447.6,23.7,1843.3,428.4,117.6,131.6,1515.3,59.3,1699.6,932.9,2.5,201.5,163.5,25.6,28.1,594.6,71.6,38.1,63.7,490,25.6,141,59.4,2121.5,188.8,249.4,91.6,212,57.8,137,9.3,118.4,197.7,20.5,575.8,50.3,19.1,226.1,16,75.1,16.5,38.2,413.2,20,102.8,58.1,67.8,41,652.3
01-11-2010,195.7,1268.1,89,897.4,856.5,41.3,152.1,18,100.3,,,,,,,,,,,,,,,,,,,,,,,57.3,36.1,204.5,20.6,62.8,24.5,33.7,310,361.9,,255.4,760.7,24.4,4.4,1836.7,2465.2,23.9,1844.3,432.5,116.5,131.4,1504.4,59.3,1714.8,952.3,2.1,203.3,163.4,25.6,27.7,588,71.4,37.8,63.2,487.5,25.7,140.2,59.1,2119.8,188.3,248.5,91.3,211.4,57.2,135.9,9.2,118.6,195.9,20.4,574.4,48.6,19.2,228.5,16.1,75,16.3,38.1,414.3,19.7,101,57.8,69,40.9,652.6
