DATE,Accommodation,Accommodation and Food Services,Activities Related to Real Esta,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services ,Air Transportation ,"Architectural, Engineering, and Related Services",Automotive Equipment Rental and Leasing,Automotive Repair and Maintenance,Average Hourly Earnings of All Employees Construction,Average Hourly Earnings of All Employees Education and Health Services,Average Hourly Earnings of All Employees Financial Activities ,Average Hourly Earnings of All Employees Goods Producing ,Average Hourly Earnings of All Employees Information ,Average Hourly Earnings of All Employees Leisure and Hospitality ,Average Hourly Earnings of All Employees Other Services ,Average Hourly Earnings of All Employees Private Service Providing ,Average Hourly Earnings of All Employees Professional and Business Services ,Average Hourly Earnings of All Employees Total Private ,"Average Hourly Earnings of All Employees Trade, Transportation, and Utilities ",Average Hourly Earnings of Production Employees Manufacturing ,Average Weekly Earnings of All Employees Construction ,Average Weekly Earnings of All Employees Information ,Average Weekly Earnings of All Employees Manufacturing ,Average Weekly Earnings of All Employees Other Services ,Average Weekly Earnings of All Employees Total Private ,Average Weekly Earnings of Production Employees Manufacturing ,Average Weekly Hours of All Employees Goods Producing ,Average Weekly Hours of All Employees Other Services ,Average Weekly Hours of All Employees Private Service Providing ,Average Weekly Hours of All Employees Total Private ,Business Support Services ,Civic and Social Organizations ,Computer Systems Design and Related Services ,Consumer Goods Rental ,Couriers and Messengers ,Drinking Places ,Drycleaning and Laundry Services ,Educational Services ,Employment Services ,Facilities Support Services ,Federal Government ,Financial Activities ,Freight Transportation Arrangement ,General Rental Centers ,Goods Producing ,Government ,Grant making anf Giving Services ,Health Care and Social Assistance ,Information ,Investigation and Security Services ,Legal Sevices ,Leisure and Hospitality ,Lessors of Real Estate ,Local Government ,Local Government Educational Services ,Logging ,Management of Companies and Enterprises ,"Management, Scientific, and Technical Consulting Services ",Mining ,Mining and Logging ,"Mining, Logging, and Construction ",Office Administrative Services ,Other Personal Services ,"Other Professional, Scientific, and Technical Services ",Other Services ,Other Support Services ,Personal and Laundry Services,Personal Care Services,Professional and Business Services,Real Estate,Real Estate and Rental and Leasing,Religious Organisations,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Rental and Leasing Services,Repair and Maintenance,School and Employee Bus Transportation,Scientific Research and Development Services,Services to Buildings and Dwellings,Social Advocacy Organizations,Social Assistance,Special Food Services,Specialized Design Services,State Government Educational Services,Support Activities for Road Transportation,Support Activities for Transportation,Support Activities for Water Transportation,Transit and Ground Passenger Transportation,Transportation and Warehousing,Travel Arrangement and Reservation Services,Truck Transportation,Utilities,Warehousing and Storage,Waste Management and Remediation Services,Wholesale Trade
01-05-2014,213,1486.4,97.6,1016.9,970.3,44.8,162.6,20.3,112.2,,,,,,,,,,,,,,,,,,,,,,,58,41.6,259.8,17.4,65.2,29.1,34.1,347.6,430.9,,243,780.3,27.6,4,1969.9,2462.6,25.4,2021.1,457.2,131.6,132.7,1768.9,61.4,1713.7,949,2.2,224.6,198.2,29.2,31.4,698.7,74.1,45.5,68,540.4,30.6,162.1,72.3,2393.6,204.1,266.1,95.9,228.5,59.4,149.8,9.4,128.3,212.4,23.6,654.3,61,21.8,246.5,14.1,90.7,20.1,41.5,459.3,22.1,113.2,57.5,78,46.6,706.3
01-06-2014,217.7,1498.1,97.8,1017.4,970.2,44.5,163.7,20.5,113.1,,,,,,,,,,,,,,,,,,,,,,,58,43.1,262.8,18.1,65.9,29.1,34.2,323.9,430,,243.7,783.3,27.8,4.1,1989.5,2451.5,24.6,2023.3,459,131.2,134.1,1787.9,61.8,1703.3,924.5,2.4,224.8,197.8,29.5,31.9,707.8,73.6,46.1,68,542.3,30.8,162.8,72.1,2400.1,205.1,268.4,94.5,228.9,60.6,150.6,9,130,213.6,23.6,656.1,60.5,21.9,244,14.1,91.3,20.3,41.1,462.2,22.3,114.7,57.7,78.9,47.2,707.9
01-07-2014,218.9,1500.4,97.8,1021.8,974.8,44.6,164.7,21,112.3,,,,,,,,,,,,,,,,,,,,,,,57.5,41.7,265.8,17.5,65.6,29,34.1,301.6,436.7,,244.5,784.4,27.7,3.9,2009.6,2279.2,25,2025.1,460.6,131.2,133.3,1792.2,62,1557.2,775.8,2.5,225.3,196,29.9,32.4,718.4,72.8,46.5,67.2,537.5,29,163.1,72,2405.6,205.2,268,91.3,224.6,60.1,149.8,7.9,131.3,214.6,23.6,656.5,59.1,22,217.7,13.9,91.5,20.7,39.9,463.2,22.2,116.1,58,79.2,47,707.4
01-08-2014,219.6,1513,97.7,1039.9,993,44.7,165.3,21.2,113,,,,,,,,,,,,,,,,,,,,,,,57.8,41.8,268.7,17.2,66.2,29.3,34.4,310.2,449.4,,243.2,785.2,27.8,3.9,2033.2,2309.1,24.1,2038.6,466.8,134.1,133,1800.7,62.1,1588.9,809.2,2.5,225.8,194.9,30.1,32.6,730.1,72.5,47.3,69,538.7,29.1,164.8,72.5,2430.4,205.2,267.9,91,223.2,60,150.7,8.8,131.6,216.5,23.2,661.1,63.6,22.2,216.3,14.1,91.9,20.6,40.8,469.8,22.4,117.9,57.7,82.1,46.9,709.9
01-09-2014,215.3,1503.7,96.8,1050.9,1004,44.6,163.6,21.4,112.8,,,,,,,,,,,,,,,,,,,,,,,57.9,40.1,266.7,16.8,67.4,29.3,34.3,333,459.2,,242.9,781.3,27.9,3.9,2031,2381,23.9,2043.5,465.8,134.5,132.1,1781.6,61.5,1657.4,886.8,2.5,225.6,190.7,30.1,32.6,729.5,72.6,47.8,68.8,539.1,30.3,165.1,72.5,2429.7,203.5,266.1,94.1,223.5,60,150.5,9.7,131,215.9,23.1,666.3,64.6,22.1,219.5,14.2,92.6,21.1,41.5,474.5,22.5,118.2,58,84.3,46.9,709.2
01-10-2014,214.1,1497.9,96.9,1073.3,1026.2,45.2,164.6,21.6,111.7,,,,,,,,,,,,,,,,,,,,,,,59.3,40.8,270.2,16.6,68.4,29.3,34.4,351.9,476.7,,242.6,785.3,27.8,4,2022.8,2450.8,25.2,2057.4,469.9,137.8,133.8,1775.8,61.7,1704.4,934.5,2.4,226.1,191.6,30.1,32.5,729.8,73.1,47.7,68.7,541.3,30.2,165.2,72.5,2464.8,204.5,267.4,95.2,226.5,60.4,149.6,9.7,131.1,215.8,23.1,671,63.8,22.6,243.7,14.2,93.6,21.9,41.4,478.3,22.5,116.9,57.9,87.2,47.1,708.7
01-11-2014,212.6,1497.6,97.3,1079.8,1032.9,45.5,164.4,21.5,111.3,,,,,,,,,,,,,,,,,,,,,,,59.4,40.8,273,16.4,72.4,29.1,34.3,354.1,485.9,,242.1,787.4,27.8,3.9,2013.4,2473.9,25.4,2065.9,469.6,136.4,134.3,1769.7,61.9,1721,952.5,2.2,227.3,191,30.1,32.3,728.4,72.8,47.6,69.1,540.2,29.6,164.7,72.3,2478.3,205,267.6,95.4,226.3,60.1,149.2,9.7,131.9,215.4,22.8,673.6,62.7,22.6,250.5,14.4,93.8,21.7,41.4,484.4,22.5,115.9,57.6,89.9,46.9,712
01-12-2014,213.5,1497.1,97.5,1076.5,1029.4,45.5,164.3,21.7,109.5,,,,,,,,,,,,,,,,,,,,,,,59.3,40.5,274.2,16.3,83.8,28.9,34.3,349.5,485.8,,242.9,790.4,28.1,3.8,2000.5,2460.3,25.3,2074.8,472,135.4,135.5,1774.5,61.9,1707,940.2,1.7,228.7,189.7,29.9,31.6,714.1,73,48,68.6,538.1,29.1,165,72,2482.7,206,268.6,95.3,225.5,60,147.6,9.8,132.3,213.5,22.7,675.5,63.1,22.9,251.8,14.5,93.6,21.1,41.3,493.8,22.5,114.7,57.6,89.7,47.1,713.6
01-01-2015,210,1477,96.7,1023.7,976.9,45.8,161.8,22.5,110.5,,,,,,,,,,,,,,,,,,,,,,,58.4,39.3,273.5,15.2,76.6,28.8,33.7,336.2,436.5,,240.4,783.3,27.8,3.7,1987.8,2446.2,24.7,2064.2,465,135.8,132.4,1745.3,60.8,1698.3,931.9,1.4,227.5,183.7,28.9,30.3,711.5,71.8,45.9,65.4,531.3,28.8,162,72,2414.5,202,263.9,94.5,221.1,59.4,148.2,9.8,132.8,212.6,22.2,675.2,55.3,22,247.4,14.4,91.9,19.8,41.5,479.6,22.4,112.8,57.4,86.2,46.8,704.2
01-02-2015,211.5,1497.4,97.2,1023.7,977.1,46.1,161.4,22.7,112.2,,,,,,,,,,,,,,,,,,,,,,,58.5,40,276,15.3,73,28.9,33.9,354.5,432.5,,240.9,786.4,28.1,3.6,1998.9,2466,25.5,2076.3,474.2,137.6,132.7,1769.6,61.3,1714.4,946.1,1.4,228.2,184.9,27.5,28.9,716.6,72.5,46.4,66.3,536.8,28.7,163.4,72.6,2427.5,202.9,265.1,95.3,223.3,59.6,150.1,10,133.4,213.7,22.5,679.9,58.6,22.2,250.4,14.4,90.4,17.9,41.6,476.4,22.8,113.3,57.3,86.8,46.6,707.3
01-03-2015,213.5,1511.5,97.2,1035.6,988.9,46.2,160.7,22.8,113.2,,,,,,,,,,,,,,,,,,,,,,,58,39.8,276.5,15.5,73,28.9,33.9,357.5,445.2,,241.7,787.3,28.2,3.6,2013.3,2485.6,25.5,2083.4,477.8,135.5,133.2,1788.9,61.2,1730.5,959.5,1.5,229.1,183.6,27.3,28.8,727.1,72,46.5,66.9,539.1,29.9,164.2,73.1,2441.2,202.8,265.7,95.4,223.5,60.3,151.4,10,133.9,214.6,22.4,682,60.6,22,252.7,14.5,93.8,21,41.6,482.3,22.9,114.2,57.2,88,46.7,707.2
01-04-2015,215,1527.6,98.3,1032.4,985.6,47.1,161.8,22.9,114,,,,,,,,,,,,,,,,,,,,,,,58,40.1,280.8,16.2,68.9,29.3,34.5,359.1,436.6,,244.5,792.9,28.4,3.7,2023.8,2496.2,25.9,2090.6,478.1,136.9,134,1812.4,62,1736.2,965.7,1.8,227.9,186.7,27.5,29.3,736.4,72,47.3,66.8,544.1,29.5,167,74.6,2445,205.6,269.2,95.3,224.8,61.1,152.3,9.9,134.3,218.4,22.4,686.1,64.3,22.1,253.8,14.5,95.1,21.9,42.3,482.4,23.2,115.1,57.2,89,46.8,711.1
01-05-2015,218.7,1545.8,98.6,1043.3,996.3,47.4,162.1,23,114.2,,,,,,,,,,,,,,,,,,,,,,,58.3,41,282.8,16.9,69.5,29.6,34.7,353.8,444,,244.8,797.5,28.6,3.7,2043.6,2502.6,26,2099.8,478.6,137.1,134.4,1836.9,62.4,1740.6,964.6,2.2,228.1,187.2,27,29.2,749,72.1,47.8,67.2,547.9,29.7,168.5,75.3,2445.6,206.4,271.3,95.3,226.5,62.2,152.9,10,134.9,220.5,22.6,690.4,65.6,22.4,254.1,14.6,95.8,22.3,42.8,487.4,23.4,116.5,57.2,90.3,47,714.3
01-06-2015,222.5,1555,99,1048.9,1001.3,47.6,163.1,23.2,114.8,,,,,,,,,,,,,,,,,,,,,,,57.4,42.4,284.7,17.5,70.5,29.5,34.9,331.8,449.4,,246.1,800.4,28.8,3.8,2066.7,2497,25.3,2100,486.8,135.6,136.2,1852.3,62.3,1736,946.1,2.3,228.8,186,26.9,29.2,761.2,72.2,47.9,67.2,548.5,30.4,168.7,75.2,2456.8,206.6,272.4,93.6,226.5,63.2,153.3,9.8,136.1,221.7,23,690.1,63.5,22.5,250.4,14.6,95.5,21.7,42.6,490.6,23.5,118,57.6,91.4,47.6,715
01-07-2015,225,1563.6,100.1,1063.6,1015.6,48.1,166,23.6,115.6,,,,,,,,,,,,,,,,,,,,,,,57.8,41.8,290.5,17.3,71.2,29.7,34.8,316,458.3,,246.3,809.4,29.2,3.8,2098.3,2330.5,25.7,2110,487.3,139.1,137,1867.1,63.5,1594.8,799,2.4,229,189.9,26.9,29.3,778.9,72.2,48.2,67.8,549.5,29.5,170.3,76.3,2488.9,209.7,275.9,91.2,224.8,63.7,154.4,8.8,137.1,223.6,23.5,688.9,63.1,22.6,224.7,14.8,95.9,21.2,41.6,499.2,23.6,120.6,58,96.3,48,718.9
01-08-2015,226,1571.8,100.2,1077.8,1030,48.1,166.2,23.5,115.8,,,,,,,,,,,,,,,,,,,,,,,57.7,41.2,291.7,17.4,71.3,29.6,35,318,470.4,,245.8,809.7,29.3,3.7,2116.5,2360.8,24.3,2119.5,490.9,140.3,136.1,1870.4,63.2,1627.2,833.6,2.4,228.6,190.5,26.6,29,788.8,72,48.6,68.9,547.7,29.5,170.7,76.4,2504.7,209.1,275.1,91.2,222.3,63.5,154.7,9.8,137.5,225,23.3,694.7,67.2,22.8,222.5,14.8,96.9,21.7,43,505.5,23.6,122.4,58.2,98.5,47.8,720.5
01-09-2015,222,1564.4,99.3,1083.8,1035.8,47.8,164.7,23.6,115.2,,,,,,,,,,,,,,,,,,,,,,,57.7,40.5,289.2,17,73.4,29.6,34.9,337.8,477.5,,245.3,805.7,29.7,3.6,2109.2,2435.6,24.5,2126,491.7,139.6,134.8,1854.6,62.8,1694.3,911.1,2.3,227.4,187.8,26.3,28.6,784.4,72,48.6,68.7,547.8,30.1,170,75.6,2497.7,207.3,273,93.7,223.9,63.1,153.9,10.1,136,224,23.3,702.1,68,22.5,230.3,14.8,96.4,20.6,43.3,507.4,23.4,121.5,58.5,100,48,719.7
01-10-2015,220.4,1565,100.1,1109,1061.2,49,166.2,23.6,114.4,,,,,,,,,,,,,,,,,,,,,,,59,41,291.2,16.7,74.5,30,35,357.2,496.1,,244.7,813.4,29.9,3.7,2106.7,2502.3,25.5,2143.9,499.5,142.4,136.6,1854.9,63.4,1739.8,958.8,2.3,227.4,192.8,25.8,28.1,795.2,73.5,49,69.1,551.3,29.8,171.6,76.9,2540.2,210.3,276.4,95.4,226.3,63.6,153.4,10.3,137.4,225.2,23,708.3,68.9,23.2,252.4,15,97.9,21.6,43.9,512.3,23.9,120.7,58.7,101.6,47.8,719.9
01-11-2015,219.3,1562.1,100.5,1117.6,1069.8,49.1,166.1,23.6,114.1,,,,,,,,,,,,,,,,,,,,,,,59.5,41,291.5,16.3,80.7,29.9,35.1,362.3,506.2,,244.9,813.9,30,3.6,2093.8,2521.5,25.9,2148.8,502.8,140.8,136.8,1846.8,63.3,1754.2,973.2,1.9,227.3,192.2,25.5,27.4,792.7,73.7,48.6,69.4,550.1,29.4,171,76.6,2554.2,210.3,275.7,95.3,226.3,62.8,152.8,10.4,137.9,225.3,22.9,711.4,66.5,23.3,258.1,15,99.1,22,44.1,520.5,23.7,119.8,58.6,103.4,47.8,720.7
01-12-2015,220.5,1564.7,100.5,1121.7,1073.8,49.2,166.5,23.4,112.7,,,,,,,,,,,,,,,,,,,,,,,59.7,40.5,291.4,16.1,91.4,30,34.9,358.7,512.8,,246.8,815.8,30.1,3.7,2086,2511.2,25.4,2159.1,502.9,140.6,137.6,1854.9,63,1744.5,963.9,1.5,227.8,192.4,25.2,26.7,784.3,73.5,48.7,69.2,547.6,28.9,170.6,76.2,2560.8,210.6,275.2,95.4,225.7,62.1,151.3,10.4,137.7,223.6,22.9,712.8,67.2,23.3,257.9,15.1,97.4,19.9,43.8,527,23.6,118.1,58.6,103,47.9,721.9
01-01-2016,216.9,1541.8,100,1065.5,1018,49.1,164.5,23.3,112.3,,,,,,,,,,,,,,,,,,,,,,,59,38.8,290.6,15.4,80.2,29.4,34.7,344.3,461.4,,243.2,809,29.7,3.5,2055.7,2490.8,24.4,2140.5,508.3,139.6,135.3,1824.5,62.4,1730.1,951.9,1.1,224.6,191.3,24.6,25.7,763,72.6,47.1,67,541.8,29.1,168.6,76.2,2490.9,207.8,271.5,95.6,222.9,61,150.3,10.3,136.1,221.7,23.1,711.2,60.2,22.7,254.9,15.3,97.3,20.4,44,509.4,23.4,115.9,58.7,99.3,47.5,713.4
01-02-2016,218.8,1560.4,100.3,1069.8,1022.2,49.5,165.3,23.3,114.6,,,,,,,,,,,,,,,,,,,,,,,59.2,40.5,291.6,15.6,76.1,29.9,34.8,363.6,462.4,,243.7,811.9,29.8,3.5,2071.2,2513,25.5,2152.6,516.8,140.3,135.7,1847.6,62.9,1748.8,968,1.2,224.7,192.3,23.9,25.1,773.4,72.9,47.8,67.9,548.9,29.4,170,76.6,2507.8,208.5,272.8,96,226.3,61.7,152.6,10.4,136.7,223,23.4,716.1,63.6,22.8,256.8,15.3,95.7,18.6,44.9,507.8,23.8,116.7,58.7,100.7,47.6,716.3
01-03-2016,218.6,1571.1,99.8,1062.7,1015.1,49.8,164.3,23.5,114.1,,,,,,,,,,,,,,,,,,,,,,,59,40.7,289.8,15.9,76.3,29.9,34.5,365.2,457.8,,244.3,811.3,30,3.5,2066.2,2540.8,25.3,2157.1,515.7,138.1,135.7,1860.6,62.6,1770.6,986.8,1.1,224.8,190.1,23.3,24.4,768.7,72.8,47.7,68.8,548.6,29.4,169.5,76.5,2493.3,207.4,271.8,96.3,227,62,152.1,10.5,136.4,222.6,23.5,720.2,64.4,22.5,261.1,15.2,98.8,21.4,45,511.5,24,116.4,58.6,101.6,47.6,713.6
01-04-2016,220.7,1595,101.2,1071.1,1022.9,51.4,166.7,23.5,116.5,,,,,,,,,,,,,,,,,,,,,,,59.1,40.9,294.2,16.5,75.6,30.5,34.8,369.5,455.5,,245.6,819.4,30,3.7,2087.3,2544.1,26.3,2177,524.6,140.9,137.3,1893.1,63.5,1771.1,984.6,1.6,224.5,194.6,22.7,24.3,787.2,73.6,49.2,69.8,554.9,29.6,173.8,79,2515.2,211,276.4,93.2,226.1,62.7,155,10.4,138.2,228.1,23.8,726.2,68.9,23.1,261.8,15,99.5,21.8,45.3,517.3,24.4,119.3,58.9,101.9,48.2,720.9
01-05-2016,221.3,1604.6,101.4,1076,1027.9,51.2,166.8,23.5,116.8,,,,,,,,,,,,,,,,,,,,,,,58.8,41.4,294.5,16.9,76,30.8,34.7,365.3,457.6,,247.1,821.1,30.3,3.7,2097,2560.8,26.2,2182.5,528.7,142.4,137.3,1908.1,63.6,1784.5,992.1,1.9,224.8,194.6,22.6,24.5,793.2,73.9,49.5,69.8,556.5,29.8,174.4,79.3,2509.7,211.3,277.4,93.1,227,63.3,155.1,10.6,139.1,229,24.2,728.7,69.2,23.1,262.8,15,100.2,22,45.5,520.5,24.6,120.3,59.1,102.7,48.1,721.9
01-06-2016,224.5,1608.8,101.1,1079.7,1031.1,51.1,167,23.7,117,,,,,,,,,,,,,,,,,,,,,,,58.4,42.5,293.8,17.3,76.1,30.6,34.5,345.6,460.9,,249.2,820.6,30.3,3.8,2105.6,2545.5,25.3,2176.9,523.9,142.2,137.8,1916.9,63.3,1769,960.7,2.2,225.6,192,22.6,24.8,798.1,73.8,49.3,69.6,554.7,30.1,173.2,78.1,2510.4,210.7,277.4,91.6,226.4,63.9,155.1,10.1,140.3,229.2,24.3,728.6,68.3,22.9,258.9,15,99.9,21.1,44.7,519.3,24.7,120.8,59.5,102.1,48.6,719.4
01-07-2016,228.3,1616.8,102.9,1083,1034.6,52.5,171,24,118.7,,,,,,,,,,,,,,,,,,,,,,,58.7,42.8,300.5,17.6,75.5,30.8,34.9,319.6,460.5,,248.9,829.2,30.5,3.8,2139.9,2377.6,25.9,2179.2,522.2,143.4,140,1931.5,64.1,1625.4,812.3,2.4,226.8,197.8,22.7,25.1,818.1,74,49.4,70.7,560.9,29.4,174.9,79.7,2540.9,214.9,281.8,91.6,228.7,64.3,157.3,8.4,142.4,232.3,24.5,716.1,65.4,23.3,235.4,15,102,22.7,44,528.4,24.8,124,59,105,48.4,724.3
01-08-2016,228.6,1618.5,102.8,1093,1044.8,52.7,171.5,24.3,118.7,,,,,,,,,,,,,,,,,,,,,,,58.6,41.9,300.8,17.4,77.1,30.7,34.7,326.5,469.4,,249.1,829.2,30.4,3.8,2146.4,2407.6,24.6,2186.8,527,144.7,138.7,1931.8,63.8,1662.8,851.6,2.4,226.8,197.5,22.2,24.6,822.5,74,50.4,71.4,559.8,29,175.6,79.5,2550.8,214.4,281.3,92,226.8,64.3,157.4,9.7,142.9,233,24.4,720.9,68.6,23.3,228,15,102.7,23.1,45.2,535.1,24.7,125.2,58.8,107.1,48.2,726.4
01-09-2016,224.5,1612.9,102.5,1108.1,1059.6,52.1,170.1,24.1,118.7,,,,,,,,,,,,,,,,,,,,,,,58.7,41.8,295.7,16.9,78,30.7,34.7,346.7,482,,249.8,825.8,30.4,3.8,2139.3,2491.3,25.2,2197.9,523,145.3,138.1,1916.1,63.6,1735.7,937.1,2.3,226.1,196.8,22.1,24.4,820.5,74.2,50.1,72.2,562,30.6,175.2,79.4,2556.8,213.5,280.5,94.8,229.5,64.2,157.3,10.6,142,232.7,24.4,727.9,72.3,23.1,238.9,15.1,102.3,22.4,45.6,537.1,24.6,125,58.5,109.3,48.5,725.5
01-10-2016,220.5,1615.9,104.4,1106.4,1058.6,52.7,171.3,24.3,118.8,,,,,,,,,,,,,,,,,,,,,,,58.4,43.3,297.1,16.8,77.7,30.8,35.1,367.9,481.3,,248,832.6,30.5,3.8,2124.6,2562.9,26.6,2213.4,529,146.2,138.5,1917.1,64.2,1788.1,990.9,2.2,226.4,196.7,21.8,24,819.2,75.3,50.5,72.7,567,29,175.6,79.1,2563.1,216.9,283.9,96.2,233.9,64.4,157.5,10.7,142.4,232.3,24.4,736.1,71.6,23.6,259.6,15.1,100.4,22.4,45,533.6,24.6,123.3,58.6,109.9,47.8,726.3
01-11-2016,219.8,1608.2,104,1114.3,1066.3,52.9,168.8,23.9,118,,,,,,,,,,,,,,,,,,,,,,,58.6,42.7,298.6,16.4,86.2,30.8,35.2,371.5,485.2,,247.7,830.2,30.6,3.8,2121,2575.1,27.1,2214,532.5,146.1,137.6,1905.7,64.1,1796.5,999.8,1.9,227.5,194.4,21.7,23.6,821.1,77.1,50.7,73.5,566.7,29.6,176.2,79.8,2571.2,215.8,281.9,96.1,234.2,63.5,156.3,10.8,143.5,233.7,24.3,733.2,67.8,23.6,264.1,15.1,100.2,22.5,45,544,24.4,122.8,58.6,112.2,48,728.7
01-12-2016,222.3,1613.2,104.1,1096.9,1048.7,52.9,170.2,24.1,114.9,,,,,,,,,,,,,,,,,,,,,,,58.3,41.6,297.8,16.3,100,30.7,35.3,367.5,471,,249.9,834.8,30.8,3.7,2095.7,2565.7,27.3,2217.4,524.9,146.3,138.9,1914.7,64.6,1785.2,989.5,1.4,228.2,195.4,21.7,23.1,797.3,77.7,50.9,72.3,561.3,28.7,176.6,79.6,2559.7,217.5,283.6,96.1,231.6,63.5,153.1,10.8,144.1,231,24.3,735.5,70.4,23.7,266.5,15.1,99.5,22,44.6,553.5,24.3,120.9,58.4,111.8,48.2,733
01-01-2017,219.2,1581.7,103.9,1069.6,1022.3,53.1,168.3,24.2,114.2,,,,,,,,,,,,,,,,,,,,,,,57.4,40.4,297.2,15.3,86,30.4,35.6,353.9,454.8,,245,827.4,30.5,3.6,2055.4,2537.9,26.4,2215.4,516.9,142.3,137.9,1868.9,63.8,1768.6,974.4,1.1,226.9,193.7,21.2,22.3,769.3,74.9,48.4,69.4,554.8,30.5,173.8,79.1,2523.1,214.9,279.6,96,228.3,62.1,152.7,10.6,141.5,226.8,24,739.1,61.8,23.5,260,15.2,99.6,22.1,43.8,530.5,24.1,117.2,58.4,107.2,47.3,730
01-02-2017,220.9,1601.4,104.1,1069.6,1021.8,53.4,169.3,24.4,116.3,,,,,,,,,,,,,,,,,,,,,,,56.7,42.6,298.9,15.3,81.6,30.6,35.6,379.1,453.5,,245.8,827.4,30.5,3.6,2078.9,2566.6,27.7,2220.8,527.7,139.6,138.6,1892.4,63.2,1792,995.4,1.1,227.2,194.1,21.1,22.2,791,75.5,49.6,71.4,563.5,31.2,174.6,78.5,2534.8,214.7,279.8,97.1,233.6,62.5,155.3,10.8,141.8,229.3,24.5,743.8,65.7,23.6,264.4,15.2,99.1,21.8,44.4,528.2,24.4,118.9,58.4,106.9,47.8,734.5
01-03-2017,220.8,1616.3,103.4,1076.2,1028.9,53.5,169.8,24.6,119.6,,,,,,,,,,,,,,,,,,,,,,,57.6,42.9,297.5,15.5,80.5,30.7,36,380.9,452.3,,246.2,826.2,30.7,3.6,2102.4,2594.7,28,2230.3,525,141.9,139.2,1912.3,63.1,1814.5,1014.9,1.1,227.7,192.4,21,22.1,809.5,76.8,50.9,72.1,571.9,32.2,177,79.3,2540,214.2,279.8,98,235.8,63,159.1,10.9,141.5,231.9,24.8,745.5,68.3,22.9,268.8,15.2,99.9,22.2,43.7,529,24.6,121.3,58.3,106.8,47.3,733.3
01-04-2017,222.8,1631.6,102.5,1068.2,1020.5,53.9,170,24.7,119.8,,,,,,,,,,,,,,,,,,,,,,,57.3,44.2,298,16,77.8,31,35.9,379.7,443.7,,246.3,825,30.6,3.7,2114.1,2593.2,28.7,2232.4,521.3,141.5,138.1,1935.2,63.8,1812.6,1012.8,1.4,227.2,196.8,21.1,22.5,822.6,76.9,50.6,72.2,573.5,31,175.6,78.9,2530.1,213.8,280,98.2,237.9,63.6,160,10.8,140.5,233.6,25,752.8,71.2,23.3,268.2,15.1,99.3,22.3,44.3,526,24.8,121.3,58.4,106.1,47.7,729.7
01-05-2017,225.3,1640.7,101.6,1085.1,1037.5,54.1,169.5,25,121.4,,,,,,,,,,,,,,,,,,,,,,,56.6,45.2,298,16.5,78.7,31.2,35.9,376.5,456.8,,247.9,827.2,30.7,3.8,2128.7,2611.5,28.8,2238.3,528.9,142.8,138.5,1946.8,64.3,1827.1,1021.4,1.8,227.2,196.1,21,22.8,832.9,78.2,50.6,71.3,577.2,30.6,176.6,80.1,2537.1,213.6,280.7,98.2,238.6,64.9,162,11,141.9,235.7,25.3,755.9,75.4,22.9,269.3,15.1,98.8,22.3,44.2,529.5,25,121.7,58.3,106.3,47.6,735.7
01-06-2017,231.3,1653.6,101.9,1103.6,1054.6,54.5,169.7,25.1,122,,,,,,,,,,,,,,,,,,,,,,,56.4,44.9,299.8,16.9,79.8,31.2,36.4,357.7,467.1,,249.6,830.3,30.9,3.8,2151.3,2593.6,28.7,2235,525.3,144.2,140.3,1969.8,64.8,1809.9,989.2,2.1,229.5,196.1,21.6,23.7,851.4,79,51.3,72.1,579.8,31.6,177.5,79.7,2562.4,214.6,282.3,97,239.4,65.5,162.9,10.6,142.6,239.2,25.7,752.6,75.4,22.5,265.6,15.1,101.2,22.5,43.9,536.3,25.1,124.2,58.3,106.9,49,737.4
01-07-2017,230.5,1661.9,103.7,1099.6,1050.6,55.1,172.1,25.3,122.8,,,,,,,,,,,,,,,,,,,,,,,56,44.9,302.7,17,78,31.2,36.1,346.4,463.6,,249.8,835.4,30.9,3.8,2170.3,2422.4,27.9,2238.1,528.1,145.4,140.2,1985.9,65.1,1662,836.5,2.2,231.3,195.6,21.5,23.7,862.3,77.8,52,69.9,580.7,30.7,179.5,81.1,2563.2,217.2,285.6,95.2,237.2,65.8,164,9.1,141.7,240.2,25.9,752.2,79.3,22.7,241.3,15.1,101.5,22.6,42.8,535.1,25.1,124.4,58.3,107.5,49,737.2
01-08-2017,229.9,1656.5,103.4,1102.4,1053.2,55.2,172.2,25.3,123.3,,,,,,,,,,,,,,,,,,,,,,,56.1,43,303.6,16.7,79.2,31.1,36,342.8,465.9,,248.3,835.9,30.9,3.8,2185.3,2452.3,26.7,2245.5,534.8,146.8,137.7,1975.6,65.2,1701,877.1,2.2,230.4,194.9,21.4,23.6,866.5,77.6,53.2,69.3,577.7,31.3,181.2,81.7,2561.6,216.8,285,95.1,233,65.5,163.5,10.2,140.8,238.7,25.8,759.1,81.9,22,233.6,15.1,100.8,22.6,43.4,536.9,25,124.6,58.3,107.7,49.2,737.5
